"","AAASYWB.KY.Equity","AESOPHK.KY.Equity","AHPACOB.KY.Equity","AISMERC.KY.Equity","AJAOPAR.KY.Equity","ALASOPP.KY.Equity","ALCINDA.KY.Equity","ALLIVFD.AU.Equity","ALTACIF.MP.Equity","ALTOGLA.KY.Equity","APEXGCE.US.Equity","APSASPH.KY.Equity","APSCHIA.KY.Equity","APSCHIN.KY.Equity","ARASALP.KY.Equity","ARMACRO.KY.Equity","ARMLLOA.KY.Equity","ARNASIA.KY.Equity","ARQCALA.KY.Equity","ARQVALA.KY.Equity","ARXBRLS.KY.Equity","ASCREHA.KY.Equity","ASEASCF.KY.Equity","ATCHSTA.KY.Equity","ATHASIE.SP.Equity","ATLRIVR.KY.Equity","ATMOSBE.KY.Equity","BERINUR.KY.Equity","BRASCEH.KY.Equity","BRASFXI.KY.Equity","BRAXFDA.KY.Equity","BRAXFDB.KY.Equity","BRVBRZL.KY.Equity","CAMAMAP.KY.Equity","CAMCCGA.KY.Equity","CAMGCSM.KY.Equity","CCASIAU.KY.Equity","CCIOIGF.KY.Equity","CDIFORD.VI.Equity","CEASOPP.AU.Equity","CHCIMPE.KY.Equity","CHEAGLE.KY.Equity","CHEETAH.US.Equity","CHINABS.KY.Equity","CLARCOB.BH.Equity","CMCHCSF.KY.Equity","CMTFGRC.KY.Equity","CNALPHA.KY.Equity","CONSTEB.KY.Equity","CONSTEQ.KY.Equity","COPLATA.KY.Equity","CSVCHNO.VI.Equity","DALAOFF.KY.Equity","DALGCHI.KY.Equity","DBDHAAB.KY.Equity","DORASPS.KY.Equity","DRAGALT.KY.Equity","EDAF001.KY.Equity","EMMENAA.BH.Equity","ENAMIND.KY.Equity","EVENSTR.KY.Equity","EXPIRES.KY.Equity","FABRAFF.KY.Equity","FAFRICA.BH.Equity","FAVRORC.KY.Equity","FBDREOI.KY.Equity","FIREFND.KY.Equity","FORASMA.KY.Equity","FOUCHOP.KY.Equity","FPP395A.KY.Equity","FRTNHDG.KY.Equity","GAAOPPO.KY.Equity","GAMCOFA.KY.Equity","GBAMBOO.KY.Equity","GHKNCVF.KY.Equity","GLDCHPL.KY.Equity","GLXCDVA.KY.Equity","GOLDCHI.KY.Equity","GREASHI.KY.Equity","GRECVPD.MV.Equity","GRNDRGN.KY.Equity","GRSPOPA.KY.Equity","HALCYON.KY.Equity","HARMFDR.KY.Equity","HARUSFD.KY.Equity","HKPTRLP.US.Equity","ICAPNIT.SJ.Equity","ILASCON.US.Equity","INDMAXG.MP.Equity","INDSMLI.MP.Equity","INFCOPP.KY.Equity","IVMAOPP.KY.Equity","JABEMX1.KY.Equity","K2AARFA.AU.Equity","KARSTAR.US.Equity","KINGSMD.KY.Equity","KISCUSD.KY.Equity","KISGLMS.AU.Equity","KKSPCFA.KY.Equity","KNIASPR.VI.Equity","KNOSSPA.KY.Equity","KOMOFUN.KY.Equity","KONDORA.KY.Equity","LAUOSSP.KY.Equity","LBNCHPO.KY.Equity","LEBEQPR.KY.Equity","LEGCHNA.KY.Equity","LHASTRF.KY.Equity","LUASVAL.KY.Equity","LWLASDF.NT.Equity","LYNASIA.KY.Equity","MERINHE.KY.Equity","MERINTF.KY.Equity","MIDASEQ.KY.Equity","MNJAPAR.KY.Equity","MQASALA.AU.Equity","MQASLSF.KY.Equity","NAVABRT.KY.Equity","NAVASIA.KY.Equity","NAVYILD.KY.Equity","NEWHBAS.KY.Equity","NHINDIA.MP.Equity","NORASXD.KY.Equity","NTADUSA.KY.Equity","NTASIAN.KY.Equity","OCMFUND.KY.Equity","OCTAPAF.KY.Equity","OPAFFRA.VI.Equity","OZASIAM.KY.Equity","PANGOLN.KY.Equity","PANNOTI.VI.Equity","PARAMEE.BM.Equity","PASINLD.KY.Equity","PASINLP.US.Equity","PELAALA.NA.Equity","PENASEF.AU.Equity","PENASEU.KY.Equity","PERUEQU.KY.Equity","PHALJAM.US.Equity","PPASIAS.KY.Equity","PPCHINA.KY.Equity","PRUENHN.KY.Equity","PSAARFL.KY.Equity","PSFZAR1.SJ.Equity","PSLATON.US.Equity","PXPVEEF.KY.Equity","QIEFMLB.MP.Equity","QUACHFA.KY.Equity","QUPANEF.VI.Equity","REALRTA.ID.Equity","REGCADY.KY.Equity","ROCIMAS.KY.Equity","RVCCLSA.KY.Equity","RVCUSCA.KY.Equity","SALAOPA.KY.Equity","SCICTFA.KY.Equity","SENTCAP.KY.Equity","SENTCRE.KY.Equity","SERICAB.KY.Equity","SMCCNMI.KY.Equity","SPCHOPA.KY.Equity","SPGRCHC.KY.Equity","SQEBLBE.KY.Equity","SQEBLOE.KY.Equity","SVGRCMN.KY.Equity","TANTALF.KY.Equity","TARPLNG.US.Equity","TELLGNT.KY.Equity","TICHVIA.KY.Equity","TK5YRGA.CH.Equity","TKFUNDS.CH.Equity","TKPROST.CH.Equity","TKYJULB.CH.Equity","TKYJULS.CH.Equity","TOCCATA.KY.Equity","TROPHY1.KY.Equity","UGFMSTA.KY.Equity","UGHDSOA.KY.Equity","UIFLORG.BM.Equity","VAPAHED.KY.Equity","VERAIUS.ID.Equity","VGBRZEM.KY.Equity","VICTBRZ.KY.Equity","VICTLAT.KY.Equity","VIOLETF.KY.Equity","VISDYHE.KY.Equity","VISFICH.KY.Equity","VITCHBA.KY.Equity","WFASREC.KY.Equity","WFASSCF.KY.Equity","WYCAASV.KY.Equity","YECYOSP.KY.Equity","ZEALCHI.KY.Equity","ZENUSOF.KY.Equity"
"11",NA,NA,NA,-4.3242,NA,NA,NA,1.3547,NA,NA,NA,6.2831,7.2755,NA,NA,NA,NA,NA,NA,NA,NA,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3953,4.0383,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.89,NA,1.7039,NA,NA,2.6228,NA,2.2624,NA,NA,NA,NA,NA,NA,12.8851,NA,NA,10.325,11.4244,NA,NA,2.9887,-1.7569,1.7577,NA,NA,NA,NA,NA,9.552,0.0807,5.2994,NA,NA,0.8997,NA,NA,NA,NA,NA,NA,7.3779,NA,5.5817,NA,1.2906,3.4481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2221,1.5335,1.4555,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7314,NA,NA,NA,4.4357,NA,NA,0.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77,13.21,4.5699,NA,0.602,NA,3.331,NA,NA,NA,8.0051,2.5182,NA,0.5172,2.6341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,-0.5575,NA,NA,NA,3.1592,NA,NA,NA,-4.5195,-1.4204,NA,NA,NA,NA,NA,NA,NA,NA,0.8357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.449,-1.2418,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,NA,0.763,NA,NA,-1.6608,NA,0.1695,NA,NA,NA,NA,NA,NA,-5.5754,NA,NA,-4.4662,-2.9903,NA,NA,-3.9739,12.9717,-0.2748,NA,NA,NA,NA,NA,2.0039,-1.4095,-2.4357,NA,NA,2.5475,NA,NA,5.2524,NA,NA,NA,-0.2321,NA,-2.9936,NA,-3.045,-1.2467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1686,-1.6281,-1.3011,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4761,NA,NA,NA,-3.9172,NA,NA,-1.6101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6801,-8.6,-3.27,NA,0.2539,NA,-0.6156,NA,NA,NA,-5.6244,-1.2056,NA,-2.916,-3.2319,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4953,NA,NA,NA,NA
"13",NA,NA,NA,0.2403,NA,NA,NA,2.0024,NA,NA,NA,-4.0439,4.5134,NA,NA,NA,NA,NA,NA,NA,NA,0.3387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3304,-0.3935,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.52,NA,0.2119,NA,NA,-2.8908,NA,-1.7099,NA,NA,NA,NA,NA,NA,-2.0079,NA,NA,-1.789,-1.6898,NA,NA,-1.4235,-6.4132,-2.1651,NA,NA,NA,NA,NA,2.7578,0.4117,0.8758,NA,NA,-1.5615,NA,NA,-1.713,NA,NA,NA,-5.0721,NA,-3.2173,NA,-2.363,-0.4948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8118,0.1978,0.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179,NA,NA,NA,-0.0929,NA,NA,1.1149,NA,NA,NA,NA,NA,NA,NA,NA,-3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.45,-5.15,-0.2599,-0.062,0.6602,NA,2.6585,NA,NA,NA,0.2525,0.1384,NA,5.1237,-0.2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,2.327,NA,NA,NA,-0.5774,NA,NA,NA,2.1275,-11.6772,NA,NA,NA,NA,NA,NA,NA,NA,-0.2729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4308,0.2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,1.2881,NA,NA,4.1382,NA,0.897,NA,NA,NA,NA,NA,NA,1.7508,NA,NA,-0.6477,-0.8226,NA,NA,1.5429,0,-0.6136,NA,NA,NA,NA,NA,-4.0538,-1.9077,-0.7068,NA,NA,4.4047,NA,NA,1.3777,NA,NA,NA,5.9314,NA,-1.4247,NA,2.0189,5.4253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5885,1.0152,0.7385,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7794,NA,NA,NA,1.2456,NA,NA,-2.1141,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,-1.91,-0.65,-1.1677,-0.0988,NA,-6.3694,NA,NA,NA,-12.4181,-1.6804,NA,-4.2017,-1.8719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,6.3244,NA,NA,NA,-11.324,NA,NA,NA,-2.957,5.0134,NA,NA,NA,NA,NA,NA,NA,NA,0.5474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.2102,-0.1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.34,NA,0.592,NA,NA,-0.1298,NA,0.5388,NA,NA,NA,NA,NA,NA,4.2909,NA,NA,4.5785,6.4597,NA,NA,2.9566,-2.0302,-0.0506,0.23,NA,NA,NA,NA,1.4849,-0.7921,3.8028,NA,NA,8.0397,NA,NA,-1.5607,NA,NA,NA,6.4322,NA,3.8541,NA,NA,2.7879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3134,0.5674,0.9329,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1217,NA,NA,NA,1.1385,NA,NA,0.2893,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,0.44,NA,NA,NA,NA,NA,1.949,NA,NA,0.6494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,-5.95,1.21,0.0152,0.6655,NA,2.7837,NA,NA,NA,-0.1726,0.6003,NA,-1.5789,1.3052,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0064,NA,NA,NA,NA
"16",NA,NA,NA,6.2695,NA,NA,NA,16.5684,NA,NA,NA,-0.1485,2.264,NA,NA,NA,NA,NA,NA,NA,NA,0.6232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6221,-1.8016,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,NA,1.9942,NA,NA,-0.2684,NA,0.125,NA,NA,NA,NA,NA,NA,-1.4192,NA,NA,6.1031,7.9957,NA,NA,3.1479,4.558,2.3291,0.0474,NA,NA,NA,NA,2.1197,4.2361,1.7819,NA,NA,-1.1626,NA,NA,-4.0734,NA,NA,NA,4.8261,NA,0.729,NA,-6.1184,10.9559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83,-0.6803,-0.5459,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.577,NA,NA,NA,5.6463,NA,NA,3.1839,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,2.4094,NA,NA,NA,NA,NA,6.3333,5.1004,NA,0.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,5.43,0.42,2.6542,0.402,NA,2.5951,NA,NA,NA,9.4785,2.3154,NA,5.5258,1.8831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,5.4245,NA,NA,NA,2.6966,NA,NA,NA,-4.2383,4.8224,NA,NA,NA,NA,NA,NA,NA,NA,0.0783,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.4908,1.7623,-0.6072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4501,NA,0.257,NA,NA,-0.5523,NA,0.7404,NA,NA,NA,NA,NA,NA,5.2132,NA,NA,11.6857,12.8969,NA,NA,1.9383,0.9655,-1.3558,0.8542,NA,NA,NA,NA,3.5367,1.8775,-1.3964,NA,NA,4.4238,NA,NA,-5.9296,NA,NA,NA,3.6499,NA,0,NA,0.2063,6.1786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.8086,0.3277,0.1358,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.794,NA,NA,NA,0.0258,NA,NA,-5.2327,NA,NA,NA,NA,NA,NA,NA,NA,1.17,NA,7.447,NA,NA,NA,NA,NA,2.2312,-2.2865,NA,-0.5389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,4.81,-3.46,0.427,0.525,NA,2.0117,NA,NA,NA,-2.7632,-1.8212,NA,3.0405,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,NA,1.2372,NA,NA,NA,-0.8753,NA,NA,NA,1.9326,0.1286,NA,NA,NA,NA,NA,NA,NA,NA,-0.2418,8.6193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1157,1.9779,3.5686,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.14,NA,1.0459,NA,NA,-1.8431,NA,1.6647,NA,NA,NA,NA,NA,NA,16.4788,NA,NA,7.3906,11.6106,NA,NA,7.6264,3.8771,1.4747,0.8966,NA,NA,NA,NA,3.7205,1.3527,2.0828,NA,NA,16.7272,NA,NA,3.7247,NA,NA,NA,13.4854,NA,0.4605,NA,1.872,0.4142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5653,6.7319,4.1392,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,1.8843,NA,NA,NA,4.4842,NA,NA,2.2023,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,3.4473,NA,NA,NA,NA,NA,8.6129,3.9198,NA,3.6147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76,15.85,2.58,-0.9328,0.3629,NA,-0.0999,NA,NA,NA,-0.7037,-1.7429,NA,3.9344,2.1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1058,NA,NA,NA,NA
"19",NA,NA,NA,6.685,NA,NA,NA,0.2208,NA,NA,NA,-4.3113,-2.7605,NA,NA,NA,NA,NA,NA,NA,NA,-0.2638,2.0819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.1343,0.0371,0.4413,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.53,NA,-1.5285,NA,NA,-6.0323,NA,0.1394,NA,NA,NA,NA,NA,NA,1.7712,NA,NA,-5.1299,-6.0495,NA,NA,-3.3149,0,-2.6001,-1.6274,NA,NA,NA,NA,-3.5755,-3.0203,-2.8185,NA,NA,-1.0267,NA,NA,-5.3995,NA,NA,NA,-12.4471,NA,-5.632,NA,-3.6247,-3.3458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3988,-2.4395,-1.9795,NA,NA,NA,-0.73,NA,0.2004,NA,NA,NA,-2.5173,NA,NA,NA,0.0082,NA,NA,0.0619,NA,NA,NA,NA,NA,NA,NA,NA,7.58,NA,-9.3764,NA,NA,NA,NA,NA,-11.7828,-7.924,NA,-4.7386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,-10.44,-3.7399,-2.0924,0.1411,NA,-1.8907,NA,NA,NA,-11.0929,-7.9496,NA,-5.0473,-2.1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3728,NA,NA
"20",NA,NA,NA,5.7047,NA,NA,NA,-0.6608,NA,NA,NA,5.0947,-4.112,NA,NA,NA,NA,NA,NA,NA,NA,0.6792,3.1239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1625,3.7941,4.2754,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3853,NA,0.9221,NA,NA,5.9146,NA,2.9486,NA,NA,NA,NA,NA,NA,10.1349,NA,NA,4.2007,7.3172,NA,NA,2.2924,-5.2158,2.3752,3.0347,NA,NA,NA,NA,3.6579,0.9614,2.8502,NA,NA,2.1337,NA,NA,4.6664,NA,NA,NA,9.2227,NA,6.1763,NA,5.1566,3.2983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1438,0.4215,1.0539,NA,NA,NA,2.52,NA,-1.4,NA,NA,NA,1.4446,NA,NA,NA,-0.222,NA,NA,-0.9377,NA,NA,NA,NA,NA,NA,NA,NA,17.23,NA,6.3411,NA,NA,NA,NA,NA,8.8573,6.2119,NA,2.6501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2801,0.37,6.8299,0.488,0.185,NA,0.8235,NA,NA,NA,2.5751,5.0463,NA,0,2.4085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3021,NA,NA
"21",NA,NA,NA,3.0644,NA,NA,NA,0.9978,NA,NA,NA,5.4651,8.7145,NA,NA,NA,NA,NA,NA,NA,NA,1.4131,2.9636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3218,1.278,3.4276,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9968,3.0599,0.3059,NA,NA,8.8708,NA,3.1345,NA,NA,NA,NA,NA,NA,1.3032,NA,NA,12.3697,10.4021,NA,NA,-0.1169,2.0035,1.6062,8.7021,NA,NA,NA,NA,1.8682,2.6486,2.6646,NA,NA,19.0966,NA,NA,5.8743,NA,NA,NA,7.3378,NA,5.8824,NA,3.7759,5.7832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8065,-2.3042,-0.062,NA,NA,NA,3.44,NA,1.927,NA,NA,NA,3.7344,NA,NA,NA,6.303,NA,NA,1.7162,NA,NA,NA,NA,NA,NA,NA,NA,54.73,NA,6.5801,NA,NA,NA,NA,0.7831,5.4734,1.467,NA,6.3497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5599,-2.57,7.7,3.0153,0.8791,NA,4.2607,NA,NA,NA,0.8667,8.1325,NA,8.6379,2.6341,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4491,NA,21.665,NA,NA
"22",NA,NA,NA,7.5552,NA,NA,NA,3.7322,NA,NA,NA,2.024,6.5593,NA,NA,NA,NA,NA,NA,NA,NA,1.8765,3.4991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0737,2.9474,4.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8425,15.2501,1.6575,NA,NA,4.3517,NA,2.9246,NA,NA,NA,NA,NA,NA,18.522,NA,NA,9.5024,13.8658,NA,NA,5.3391,7.6245,1.5613,9.1736,NA,NA,NA,NA,20.1223,2.7189,8.0392,NA,NA,3.8366,NA,NA,16.2573,NA,NA,NA,12.7104,NA,9.1975,NA,5.2477,2.6087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.705,6.9109,4.2486,NA,1.55,NA,4.4201,NA,0,NA,NA,NA,7.3799,NA,NA,NA,3.6971,NA,NA,6.8923,NA,NA,NA,NA,NA,NA,NA,NA,7.43,NA,7.9196,NA,NA,NA,NA,1.7135,4.3614,10.7334,NA,5.1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,13.92,10.9101,5.7846,0.7756,NA,3.5697,NA,NA,NA,14.8444,2.9118,NA,-1.8349,10.9991,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.479,NA,9.6138,NA,NA
"23",NA,NA,NA,-1.3984,NA,NA,NA,-0.1058,NA,NA,NA,0.307,3.0311,NA,NA,NA,NA,2.4414,NA,NA,NA,1.4502,0.2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8777,NA,NA,4.4155,1.8515,6.1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4032,5.55,1.6397,NA,NA,4.4743,NA,-0.398,NA,NA,NA,NA,NA,NA,4.7645,NA,NA,5.7183,7.8515,NA,NA,2.5497,6.9569,-1.0281,4.7824,NA,NA,NA,NA,1.8236,1.3781,2.3104,NA,NA,16.282,NA,NA,2.6257,NA,NA,NA,-0.3962,NA,2.4873,NA,-0.9527,1.4659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0731,1.8952,2.5366,NA,1.8119,NA,0.79,NA,5.1741,NA,NA,NA,-0.08,NA,NA,NA,-0.6428,NA,NA,1.4924,NA,NA,NA,NA,NA,NA,NA,NA,41.5,NA,4.7976,NA,NA,NA,NA,13.3203,4.5012,4.211,NA,-0.8516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.53,4.48,4.4599,1.6391,0.5275,NA,0.8422,NA,NA,NA,43.2663,-0.7105,NA,12.6168,2.6424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.5892,NA,NA
"24",NA,NA,NA,6.8549,NA,NA,NA,2.5424,NA,NA,NA,4.4749,5.1916,NA,NA,NA,NA,6.101,NA,NA,NA,0.63,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7124,NA,NA,5.7542,4.267,4.8156,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4505,2.17,0.24,NA,NA,10.7335,NA,3.7558,NA,NA,NA,NA,NA,NA,-2.68,NA,NA,12.6834,10.8716,NA,NA,-2.8599,10.3638,1.9901,9.8953,NA,NA,NA,NA,9.496,4.618,6.35,NA,NA,14.3339,NA,NA,11.4093,NA,NA,NA,17.3195,NA,3.7507,NA,5.0397,6.5541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9389,-2.019,-2.0453,NA,0.677,NA,3.05,NA,4.3519,NA,NA,NA,0.2703,NA,NA,NA,4.0472,NA,NA,3.1388,NA,NA,NA,NA,NA,NA,NA,NA,4.27,NA,9.1635,NA,NA,NA,NA,12.1175,6.0287,12.0976,NA,3.3979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,3.73,11.54,2.9342,0.4215,NA,3.0235,NA,NA,NA,57.1583,1.6026,NA,3.1812,7.4819,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2296,NA,3.2512,NA,NA
"25",NA,NA,NA,4.3321,NA,NA,NA,2.686,NA,NA,NA,0.5572,11.3435,NA,NA,NA,NA,7.637,NA,NA,NA,1.885,2.5989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4012,NA,NA,3.1413,-0.5973,10.3661,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1665,15.51,1.0387,NA,NA,2.9881,NA,0.2002,NA,NA,NA,NA,NA,NA,5.1124,NA,NA,7.1842,9.8464,NA,NA,3.214,3.5284,2.6842,7.7403,NA,NA,NA,NA,4.032,5.2624,2.0005,NA,NA,8.4863,NA,NA,-5.487,NA,NA,NA,5.3469,1.8609,8.8251,NA,2.3304,2.9361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9949,7.2526,3.861,NA,1.0472,NA,2.26,NA,3.2638,NA,NA,NA,0.7461,NA,4.7267,NA,6.4637,NA,NA,6.5801,NA,NA,NA,NA,NA,NA,NA,NA,1.99,NA,19.8855,NA,NA,NA,NA,4.5945,1.1414,5.8179,NA,3.9639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,9.69,6.98,3.4815,0.6767,NA,5.6744,NA,NA,NA,4.5262,7.0157,NA,1.8767,1.7964,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.021,NA,8.0383,NA,NA
"26",NA,NA,NA,0.7421,NA,NA,NA,-1.5091,NA,NA,NA,-0.9178,16.5412,NA,NA,NA,NA,-6.01,NA,NA,NA,0.4229,-5.2249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.008,NA,NA,-1.8724,-3.6703,-5.3308,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.2936,-16.0166,-1.1787,NA,NA,1.2009,NA,-2.7287,NA,NA,NA,NA,NA,NA,-13.2448,NA,NA,-6.5365,-8.6532,NA,NA,-4.9316,0.1504,-2.0022,-1.6203,NA,NA,NA,NA,0.585,-5.3457,-2.8987,NA,NA,2.8001,NA,NA,-6.7434,NA,NA,NA,-9.5568,1.25,-6.9858,NA,-3.2472,-9.1633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.7887,-5.9046,-4.0235,NA,4.0027,NA,-0.12,NA,-0.9658,NA,NA,NA,3.0868,NA,-1.7462,NA,-2.5059,NA,NA,-6.6884,NA,NA,NA,NA,NA,NA,NA,NA,-4.82,NA,8.3539,NA,NA,NA,NA,-1.8131,-6.7573,-4.5747,NA,-4.9271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.93,-10.52,-2.09,3.4207,0.7487,NA,6.4635,NA,NA,NA,-3.0366,3.856,NA,-3.9474,-5.6618,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9227,NA,4.0688,NA,NA
